id,game,score,leaderbord,gamers,comp_perc,rating,min_comp_time,max_comp_time,recommend to play
1052,RAGE 2,3605,2.02,25508,1.3,3.4,20,25,recommended
1053,Raging Loop,1449,1.07,820,83.5,3.6,0,1,recommended
1054,Rainbow Moon,4095,3.03,26010,7.1,3.3,100,120,recommended
1055,Random Heroes: Gold Edition,1402,1.04,858,90.7,2.6,1,2,not recommended
1056,Random Heroes: Gold Edition (EU),1383,1.02,1191,93.7,1.7,1,2,not recommended
1057,Ratchet & Clank,2071,1.53,165601,29.5,4.3,20,25,recommended
1058,Real Farm,4622,3.62,2876,4.5,1.7,35,40,not recommended
1059,Rebel Galaxy,2867,2.22,13041,11.4,3.3,40,50,recommended
1060,Red Bow,1382,1.02,1132,93.6,2.3,0,1,not recommended
1061,Red Bow (Asia),1363,1.01,481,97.3,0.5,0,1,not recommended
1062,Red Bow (EU),1386,1.03,1959,93.5,1.4,0,1,not recommended
1063,Red Death,1353,1.02,814,92.5,2.8,0,1,not recommended
1064,Red Death (EU),1361,1.03,963,90.8,2.5,0,1,not recommended
1065,Reed 2,1340,1.04,752,90.2,1.2,0,1,not recommended
1066,Reed 2 (EU),1350,1.05,1003,88.4,0.8,0,1,not recommended
1067,Reed Remastered,1408,1.04,1146,90.8,1.4,0,1,not recommended
1068,Reed Remastered (Asia),1369,1.01,485,96.7,0.5,0,1,not recommended
1069,Reed Remastered (EU),1407,1.04,1570,90.1,1.2,0,1,not recommended
1070,Refunct,1447,1.12,1746,66.9,3.1,0,1,recommended
1071,Reknum,1612,1.19,210,65.7,1.5,2,3,not recommended
1072,Rememoried (EU),351,1.11,144,77.1,1.2,0,1,not recommended
1073,Remnant: From the Ashes,3209,1.86,17236,0.9,3.7,35,40,recommended
1074,Rep Kiss,1276,1.01,963,97.1,2.1,0,1,not recommended
1075,République,2828,2.09,3727,20,3.4,12,15,recommended
1076,Resident Evil,3268,2.59,95397,9,4.2,25,30,recommended
1077,Resident Evil 0,2669,2.07,28999,14.2,3.9,20,25,recommended
1078,Resident Evil 2,2516,1.78,99366,5.2,4.6,40,50,recommended
1079,Resident Evil 3,1838,1.46,46851,34.8,4.1,15,20,recommended
1080,Resident Evil 4,482,1.69,33595,15.7,4.5,25,30,recommended
1081,Resident Evil 5,3268,1.96,42688,3.5,4.1,30,35,recommended
1082,Resident Evil 6,5691,2.81,42156,2.6,3.5,50,60,recommended
1083,Resident Evil 7 Biohazard,4246,2.32,114131,1.7,4.4,40,50,recommended
1084,Resident Evil Resistance,4158,3.19,18069,5,2.9,40,50,not recommended
1085,Resident Evil Revelations 2,3688,2.73,53596,7,3.8,35,40,recommended
1086,RESOGUN,5964,2.92,100912,0.7,4.1,8,10,recommended
1087,Retro City Rampage: DX,691,2.19,5721,9.2,3.7,5,6,recommended
1088,Return of the Obra Dinn,1500,1.11,1926,65.8,4.2,8,10,recommended
1089,Reverie,1434,1.13,778,74.8,3.7,6,8,recommended
1090,Riddled Corpses EX,1829,1.37,1644,42.9,3.1,8,10,recommended
1091,RIDE,2036,1.51,6356,34,3.4,15,20,recommended
1092,RiME,1941,1.47,39055,41.6,3.5,8,10,recommended
1093,Riptide GP: Renegade,2312,1.79,2790,22.8,3.3,15,20,recommended
1094,Riptide GP2,1678,1.33,7324,51.9,3.2,8,10,recommended
1095,Rise of the Tomb Raider,5995,2.6,123487,2.9,4.3,40,50,recommended
1096,Risk of Rain,555,1.76,5956,6.6,4,8,10,recommended
1097,Riverbond,1668,1.2,405,49.1,2.5,4,5,not recommended
1098,Road Bustle,1369,1.01,7869,97.1,1.5,0,1,not recommended
1099,Road Bustle (Asia),1359,1.01,1326,98.5,1.6,0,1,not recommended
1100,Road Bustle (EU),1367,1.01,8948,97.1,1.5,0,1,not recommended
1101,Road Not Taken,1316,4.18,23530,1.5,2.8,10,12,not recommended
1102,Road Rage,1949,1.48,3033,34.9,1.8,8,10,not recommended
1103,Robinson: The Journey,3064,2.32,2239,13.1,3.5,8,10,recommended
1104,Robinson: The Journey (EU),2774,2.1,5753,16.6,3.4,8,10,recommended
1105,Robozarro,1372,1.02,386,95.9,1.5,0,1,not recommended
1106,ROCK BOSHERS DX: Director's Cut,635,2.01,1040,15.2,2.8,3,4,not recommended
1107,Rocket League,5500,1.92,206979,2.2,4.2,15,20,recommended
1108,ROCKETSROCKETSROCKETS,1418,1.07,1009,81.2,2.2,1,2,not recommended
1109,ROCKETSROCKETSROCKETS (EU),1428,1.08,1214,79.3,2,1,2,not recommended
1110,Rogue Aces,3587,2.66,11262,10.3,2.9,8,10,not recommended
1111,Rogue Company,2971,2.28,29712,8.1,3.4,25,30,recommended
1112,Rogue Galaxy,3129,2.34,8357,9.6,4.1,80,100,recommended
1113,Rogue Legacy,3986,2.95,51090,5.3,3.9,20,25,recommended
1114,Root Letter,1599,1.24,1502,61.7,3.3,15,20,recommended
1115,Root Letter (EU),1604,1.24,1701,60.8,3.6,10,12,recommended
1116,Roundout by POWGI (EU),1340,1.03,288,90.3,1.7,1,2,not recommended
1117,Ruckus Rumble,331,1.1,140,77.1,2.2,0,1,not recommended
1118,RUGBY 15,1485,1.18,647,68.5,2.2,4,5,not recommended
1119,RUGBY 15 (EU),1595,1.27,1169,57.8,2.4,3,4,not recommended
1120,Ruiner,3470,2.49,4885,5.3,3.8,12,15,recommended
1121,Rune Lord,1457,1.08,703,77.1,2.5,2,3,not recommended
1122,Rush Rover,1372,1.03,1242,90.6,3.2,0,1,recommended
1123,Rush Rover (EU),1375,1.03,1710,89.8,1.9,0,1,not recommended
1124,Sagebrush,1337,1.01,980,96.4,1.5,0,1,not recommended
1125,Sagebrush (EU),1341,1.02,1224,95.8,2.2,0,1,not recommended
1126,Saints Row IV: Re-Elected,3085,1.77,48850,14.5,4,35,40,recommended
1127,Saints Row IV: Re-Elected (AU),2705,1.55,1525,21.5,4.2,35,40,recommended
1128,Saints Row: Gat Out of Hell,2525,1.93,83184,17.5,3.4,20,25,recommended
1129,Saints Row: The Third Remastered,3760,1.99,5469,10.2,3.5,30,35,recommended
1130,Saints Row: The Third Remastered (EU),3175,1.68,5823,15.2,4.2,30,35,recommended
1131,Sakura Wars,2353,1.87,6321,17.5,4.1,40,50,recommended
1132,Salt and Sanctuary,2457,1.82,15505,19.4,4.3,20,25,recommended
1133,Salt and Sanctuary (EU),2388,1.77,9661,21.1,4.1,15,20,recommended
1134,SAMURAI SHODOWN,2546,1.93,6255,16.3,4.3,8,10,recommended
1135,Samurai Warriors 4,3363,2.49,8957,6.7,4,120,150,recommended
1136,Saturday Morning RPG,2626,1.95,2298,19.1,3.9,15,20,recommended
1137,Save the Ninja Clan (EU),1674,1.24,783,57.3,3,4,5,not recommended
1138,Scarlett Mysteries: Cursed Child,1370,1.04,335,86,3,2,3,not recommended
1139,Scheming Through The Zombie Apocalypse: The Beginning,1464,1.08,531,82.5,2.1,1,2,not recommended
1140,Scheming Through The Zombie Apocalypse: The Beginning (EU),1448,1.07,718,84.7,1.9,1,2,not recommended
1141,Sea of Solitude,1666,1.29,2145,50.8,3.5,5,6,recommended
1142,Sea of Solitude (EU),1673,1.3,3535,50.3,3.5,8,10,recommended
1143,Seasons after Fall,1752,1.36,5708,49.2,3.4,6,8,recommended
1144,Sébastien Loeb Rally Evo,2275,1.68,3940,27.4,3.1,40,50,recommended
1145,Secret of Mana,2269,1.8,12396,22.8,3.7,25,30,recommended
1146,SEGA Mega Drive & Genesis Classics,2634,2.04,8676,14.8,4,10,12,recommended
1147,Sekiro: Shadows Die Twice,2102,1.67,83212,26.6,4.5,40,50,recommended
1148,Senran Kagura Burst Re:Newal,1833,1.4,3281,42.5,3.9,15,20,recommended
1149,Senran Kagura Estival Versus,1855,1.41,15656,39.5,3.8,20,25,recommended
1150,Senran Kagura Peach Beach Splash,2125,1.63,10432,27.3,3.9,25,30,recommended
1151,Shadow of Loot Box,1466,1.09,787,79.9,1.9,1,2,not recommended
1152,Shadow of Loot Box (EU),1466,1.09,1405,79.4,2.1,1,2,not recommended
1153,Shadow of the Beast,3509,2.6,9999,11.2,3.3,12,15,recommended
1154,Shadow of the Colossus,3361,2.52,98007,10,4.2,20,25,recommended
1155,Shadow of the Tomb Raider,4568,1.81,85037,4,4.2,40,50,recommended
1156,Shadwen,1958,1.45,2281,42,3.6,10,12,recommended
1157,Shantae and the Pirate's Curse,2600,1.97,3184,16.4,4.3,12,15,recommended
1158,Shantae and the Seven Sirens,2407,1.78,925,17.9,4.4,15,20,recommended
1159,Shantae: Half-Genie Hero,3767,1.95,4463,2.3,4.1,8,10,recommended
1160,Sheltered,2881,2.16,1801,13.8,3.8,20,25,recommended
1161,Shenmue,1742,1.35,12760,43.1,4.1,15,20,recommended
1162,Shenmue II,1637,1.27,6641,51.2,4.1,15,20,recommended
1163,Sherlock Holmes: Crimes and Punishments (2014),1656,1.28,19452,46.4,3.4,15,20,recommended
1164,Sherlock Holmes: The Devil's Daughter,1498,1.16,15520,67,3.3,12,15,recommended
1165,Shovel Knight,5574,3.41,20315,1,4.4,15,20,recommended
1166,Shütshimi,628,2.09,11698,12.4,2.6,4,5,not recommended
1167,Siegecraft Commander,1406,1.08,1108,81.6,1.9,1,2,not recommended
1168,Siegecraft Commander (EU),1366,1.05,973,88.5,2.1,0,1,not recommended
1169,Sigi - A Fart for Melusina,1458,1.09,2281,75.9,2.2,0,1,not recommended
1170,Sigi - A Fart for Melusina (EU),1460,1.09,2361,74.6,2.3,0,1,not recommended
1171,Skatemasta Tcheco,1334,1.03,630,90.2,1.5,0,1,not recommended
1172,Skatemasta Tcheco (EU),1325,1.03,782,91.8,2,0,1,not recommended
1173,Skulls of the Shogun: Bone-a-Fide Edition,1225,3.89,12975,1.5,3,12,15,not recommended
1174,Sky Force Anniversary,638,2.02,24281,11.3,3.6,15,20,recommended
1175,Skylar & Plux: Adventure on Clover Island,388,1.29,1187,37.2,3.3,4,5,recommended
1176,SkyScrappers,1430,1.11,2588,74.3,2.3,1,2,not recommended
1177,SkyScrappers (EU),1424,1.1,2743,74.7,2.3,1,2,not recommended
1178,SkyTime (EU),1478,1.13,826,72.4,2.2,1,2,not recommended
1179,Slayaway Camp: Butcher's Cut,1581,1.17,2166,65.2,3.3,4,5,recommended
1180,Sleeping Dogs: Definitive Edition,3051,1.87,24106,13.2,4.2,30,35,recommended
1181,Sleeping Dogs: Definitive Edition (EU),2677,1.64,31705,18,4.1,35,40,recommended
1182,Slime Rancher,2889,2.14,6189,10.3,4,30,35,recommended
1183,Slyde,1364,1.01,22605,97.9,1.7,0,1,not recommended
1184,Small Radios Big Televisions,437,1.39,470,41.9,3.6,1,2,recommended
1185,Snake Boat: Otterrific Arcade,1402,1.01,1597,93.4,1.4,0,1,not recommended
1186,Snake Boat: Otterrific Arcade (EU),1403,1.01,1249,93.4,1.3,0,1,not recommended
1187,Snakeybus,1454,1.14,1547,68.5,3,0,1,not recommended
1188,Sniper Elite 3,4384,2.54,44247,3.1,3.5,20,25,recommended
1189,Sniper Elite 4,6122,2.81,56205,1.4,3.8,35,40,recommended
1190,Sniper: Ghost Warrior 3,2374,1.76,11104,22.1,3.5,30,35,recommended
1191,SNK 40th Anniversary Collection,429,1.43,298,39.6,3.5,0,1,recommended
1192,Soccer Pinball (EU),312,1.1,154,69.5,1.3,1,2,not recommended
1193,SOMA,397,1.39,11937,44.2,4,8,10,recommended
1194,SOMA (EU),376,1.32,16742,50.5,3.7,8,10,recommended
1195,Song of the Deep,475,1.67,3403,25.8,3.9,6,8,recommended
1196,Song of the Deep (EU),427,1.5,1537,34.9,3.6,12,15,recommended
1197,Sonic Forces,4787,3.43,55777,3.9,3.3,20,25,recommended
1198,Sonic Mania,1177,3.74,60466,2.6,3.9,4,5,recommended
1199,SOULCALIBUR VI,2975,2.25,25100,9.8,4,25,30,recommended
1200,Sound Shapes,3428,1.14,14395,44.4,3.3,8,10,recommended
1201,Sound Shapes (Asia),3106,1.04,3991,77.6,3.2,0,1,recommended
1202,Sound Shapes (EU),3444,1.15,16005,44.3,3.1,0,1,recommended
1203,Sound Shapes (JP),3099,1.03,4320,78.9,3.1,0,1,recommended
1204,South Park: The Fractured but Whole,1860,1.43,60340,29.6,4.2,25,30,recommended
1205,South Park: The Stick of Truth,2160,1.6,38074,26.8,4.4,15,20,recommended
1206,Sparkle 2 (PS4),795,2.52,11599,5.3,3.1,40,50,recommended
1207,Spice and Wolf VR,333,1.06,261,67.8,0.5,0,1,not recommended
1208,Spiral Splatter,1542,1.17,1495,69.3,2.2,1,2,not recommended
1209,Spiral Splatter (EU),1542,1.17,1234,69.2,1.8,2,3,not recommended
1210,Spirit Hunter: Death Mark,1722,1.28,991,53.2,4.6,3,4,recommended
1211,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,1778,1.36,9887,44.9,4,12,15,recommended
1212,Sportsfriends,465,1.63,11009,26.5,2.4,2,3,not recommended
1213,Spy Chameleon,2932,2.25,18971,15.6,3,8,10,not recommended
1214,Spyro 2: Ripto's Rage!,1590,1.23,50040,59.1,4.3,8,10,recommended
1215,Spyro 3: Year of the Dragon,1536,1.15,40817,67.1,4.1,8,10,recommended
1216,Spyro the Dragon,1689,1.28,73734,52.8,4.3,6,8,recommended
1217,Squareboy vs Bullies: Arena Edition,1409,1.04,2586,87.6,1.9,1,2,not recommended
1218,Squareboy vs Bullies: Arena Edition (EU),1425,1.06,4087,85.1,1.8,1,2,not recommended
1219,STAR OCEAN: Integrity and Faithlessness,4488,3.48,16507,4.2,3.5,80,100,recommended
1220,Star Wars Battlefront,6006,3.08,131983,1.7,3.6,50,60,recommended
1221,Star Wars Battlefront II,3073,2.33,112995,6.3,3.6,120,150,recommended
1222,Star Wars Episode I Racer,1627,1.25,3266,54.1,4,5,6,recommended
1223,Star Wars Jedi: Fallen Order,2082,1.63,48198,24.9,4.1,35,40,recommended
1224,Star Wars Jedi: Fallen Order (EU),1892,1.48,51657,32.5,4,25,30,recommended
1225,Starlink: Battle for Atlas,2482,1.86,3365,18.2,3.7,25,30,recommended
1226,Starwhal (EU),6745,5.35,6535,2.4,2.5,15,20,not recommended
1227,Statik,486,1.54,6304,10.8,4.2,5,6,recommended
1228,SteamWorld Dig,1389,4.63,39974,1.6,3.3,6,8,recommended
1229,STEEP,5801,3.42,67780,0.8,3.5,30,35,recommended
1230,Steins;Gate 0,1459,1.16,3873,70.9,4,1,2,recommended
1231,Steins;Gate 0 (JP),1410,1.12,4339,74.9,3,1,2,not recommended
1232,Steins;Gate 0 (KR),1296,1.03,834,92,2.1,0,1,not recommended
1233,Steins;Gate Elite,1619,1.24,1431,62,4.4,25,30,recommended
1234,Steins;Gate: My Darling's Embrace,1467,1.16,550,69.1,4.4,2,3,recommended
1235,Stick It To The Man,437,1.39,23551,33.8,3.3,5,6,recommended
1236,Stikbold! A Dodgeball Adventure,2809,2.13,4865,16.4,3.1,8,10,recommended
1237,Stories: The Path of Destinies,2256,1.67,36176,20,3.5,15,20,recommended
1238,Storm Boy,1304,1.01,3819,97.5,2.6,0,1,not recommended
1239,Storm Boy (EU),1299,1.01,5841,98.4,2.4,0,1,not recommended
1240,Strange Brigade,3081,1.68,7806,6.5,3.7,15,20,recommended
1241,Strawberry Vinegar,1365,1.01,888,97.4,2.2,0,1,not recommended
1242,Strawberry Vinegar (EU),1366,1.01,964,97.3,2.1,0,700,not recommended
1243,Stretch Arcade,1529,1.13,1577,71,2.4,0,1,not recommended
1244,Stretch Arcade (EU),1502,1.11,1340,74.6,2,0,1,not recommended
1245,Stretch Arcade (HK/TW),1408,1.04,400,89.3,1.2,0,1,not recommended
1246,Strider,2914,2.29,56794,11,3.4,12,15,recommended
1247,Submerged,357,1.25,1854,47.5,3.2,6,8,recommended
1248,Submerged (EU),343,1.21,1241,51.7,3,5,6,not recommended
1249,Subnautica,2431,1.82,11677,23.3,3.9,35,40,recommended
1250,Suicide Guy,1337,1.06,1943,83.2,2.6,3,4,not recommended
1251,Suicide Guy (EU),1331,1.06,2934,85.3,2.1,2,3,not recommended
1252,Suicide Guy: Sleepin' Deeply (EU),1368,1.06,1510,85,2.3,1,2,not recommended
1253,Super Box Land Demake,1313,1.02,1863,95.1,2.3,0,1,not recommended
1254,Super Box Land Demake (Asia),1302,1.01,722,97.5,0.5,0,1,not recommended
1255,Super Box Land Demake (EU),1313,1.02,2451,95.1,1.7,0,1,not recommended
1256,Super Destronaut DX,1361,1.01,6279,97.9,2.7,0,1,not recommended
1257,Super Destronaut DX (Asia),1355,1,2607,99,2.2,0,1,not recommended
1258,Super Destronaut DX (EU),1360,1.01,9530,98,2.7,0,1,not recommended
1259,Super Destronaut: Land Wars,1322,1.02,1737,93.8,2.5,0,1,not recommended
1260,Super Destronaut: Land Wars (Asia),1301,1.01,596,97.8,0.5,0,1,not recommended
1261,Super Destronaut: Land Wars (EU),1318,1.02,2317,94.6,2.2,0,1,not recommended
1262,Super Exploding Zoo,2371,1.88,30352,22.8,2.8,5,6,not recommended
1263,Super Kids Racing,308,1.02,1236,94.3,1.2,0,1,not recommended
1264,Super Kids Racing (EU),305,1.02,748,95.6,1,0,1,not recommended
1265,Super Korotama (EU),1446,1.1,309,76.1,2.8,1,2,not recommended
1266,Super Star Wars,719,2.28,4682,9.9,3.6,4,5,recommended
1267,Super Time Force Ultra,3745,2.97,22360,7.1,3.5,15,20,recommended
1268,Super Toy Cars,453,1.51,1010,27.9,2.3,6,8,not recommended
1269,Super Weekend Mode,1304,1.01,3917,96.6,2.2,0,1,not recommended
1270,Super Weekend Mode (Asia),1298,1.01,1493,98.4,2.5,0,1,not recommended
1271,Super Weekend Mode (EU),1305,1.01,5319,95.8,2.4,0,1,not recommended
1272,Super Wiloo Demake,1365,1.01,2431,97.2,1.6,0,1,not recommended
1273,Super Wiloo Demake (Asia),1357,1.01,978,98.8,1,0,1,not recommended
1274,Super Wiloo Demake (EU),1366,1.01,3402,97.1,1.8,0,1,not recommended
1275,SUPERHOT: MIND CONTROL DELETE,2023,1.55,2481,24,3.6,12,15,recommended
1276,Survive! Mr.Cube,1381,1.02,852,91.4,2.4,4,5,not recommended
1277,Sushi Break (EU),1328,1.05,465,83,2.5,1,2,not recommended
1278,SwapQuest,1881,1.39,886,47.4,3.4,10,700,recommended
1279,Sword Art Online: Hollow Realization,3405,2.58,11344,8.5,3.9,100,120,recommended
1280,Sword Art Online: Lost Song,2399,1.88,16566,18.2,3.8,50,60,recommended
1281,Swordbreaker The Game,1356,1.02,724,96,2.5,0,1,not recommended
1282,Swordbreaker The Game (EU),1365,1.02,970,94.4,1.6,0,1,not recommended
1283,Syrup and the Ultimate Sweet,1334,1.01,1776,97.6,1.9,0,1,not recommended
1284,Syrup and the Ultimate Sweet (Asia),1329,1.01,839,98.7,2.2,0,1,not recommended
1285,Syrup and the Ultimate Sweet (EU),1334,1.01,2254,97.8,2.2,0,1,not recommended
1286,Table Top Racing: World Tour,3589,2.44,87316,1.1,3.1,12,15,recommended
1287,Tacoma,1370,1.09,3291,80.9,3.2,1,2,recommended
1288,Takotan,1345,1.02,354,95.2,0.5,1,2,not recommended
1289,Tales from the Borderlands,1479,1.1,12296,71.9,4.1,8,10,recommended
1290,Tales from the Borderlands (PS4) (Digital),1499,1.11,92087,70.5,4.2,1,2,recommended
1291,Tales of Berseria,3216,2.38,26126,8.6,4.2,120,150,recommended
1292,Tales of Vesperia: Definitive Edition,3338,2.47,10288,8.3,4.7,150,200,recommended
1293,Tales of Zestiria,4506,2.92,23832,3.9,3.8,80,100,recommended
1294,Tamiku,1326,1.03,678,93.4,3.3,0,1,recommended
1295,Tamiku (EU),1320,1.02,841,94.3,3.2,0,1,recommended
1296,Task Force Kampas,1386,1.03,784,91.1,1.8,0,1,not recommended
1297,Task Force Kampas (Asia),1365,1.01,434,96.8,0.5,0,1,not recommended
1298,Task Force Kampas (EU),1386,1.03,920,91.5,1,0,1,not recommended
1299,Task Force Kampas (JP),1369,1.01,535,96.3,0.5,0,1,not recommended
1300,Tearaway Unfolded,3329,2.47,41479,11.7,3.7,20,25,recommended
1301,Tekken 7,1858,1.38,64736,36.5,3.9,8,10,recommended
1302,Tennis in the Face,458,1.45,4351,36.4,3,3,4,not recommended
1303,TERA,3862,2.96,27345,6.5,3.2,25,30,recommended
1304,Terminator Resistance,1470,1.13,6773,70.9,3.3,8,10,recommended
1305,Tesla vs Lovecraft,1589,1.23,2057,47.6,3.4,12,15,recommended
1306,Teslagrad,1712,1.36,29660,48.7,3.1,4,5,recommended
1307,TETRA's Escape,1385,1.03,3001,93.9,2.6,1,2,not recommended
1308,TETRA's Escape (Asia),1371,1.02,1465,96.2,2.1,1,2,not recommended
1309,TETRA's Escape (EU),1388,1.03,5069,93.5,2.2,1,2,not recommended
1310,That Trivia Game,476,1.59,1253,27.4,2,0,1,not recommended
1311,That Trivia Game (EU),520,1.73,1574,21.5,1.8,0,1,not recommended
1312,That's You!,3779,2.93,39522,3.9,3.2,15,20,recommended
1313,The 25th Ward: The Silver Case,1725,1.28,482,50.8,3.1,25,30,recommended
1314,The Amazing Spider-Man 2,2122,1.61,17319,23.7,3,15,20,not recommended
1315,The Binding of Isaac: Rebirth,5150,2.96,23668,1,4.4,150,200,recommended
1316,The Book of Unwritten Tales 2,1898,1.49,4806,39.7,3.5,20,25,recommended
1317,The Bridge,677,2.15,9504,13.1,3.2,8,10,recommended
1318,The Bunker,1410,1.08,9793,79.7,3.2,2,3,recommended
1319,The Chantry,325,1.03,145,86.9,2.7,0,1,not recommended
1320,The Complex,1419,1.13,2132,71.3,3.6,2,3,recommended
1321,The Council,2001,1.48,5891,30.9,3.8,15,700,recommended
1322,The Crew 2,2268,1.8,28957,19.4,3.4,25,30,recommended
1323,The Dark Pictures Anthology: Little Hope,2840,2.18,8206,11,3.3,25,30,recommended
1324,The Dark Pictures Anthology: Man Of Medan,3277,2.51,23446,8.1,3.5,25,30,recommended
1325,The Deadly Tower of Monsters,1940,1.54,34267,38.3,3.2,5,6,recommended
1326,The Elder Scrolls V: Skyrim Special Edition,3280,1.82,80936,7.6,4.6,100,120,recommended
1327,The Elder Scrolls V: Skyrim VR,8207,4.56,18031,1.4,4.3,60,80,recommended
1328,The Escapists,5660,3.07,12030,2.3,3.4,20,25,recommended
1329,The Evil Within,4736,2.45,56957,3.2,4,50,60,recommended
1330,The Evil Within 2,2480,1.84,40775,14.2,4,30,35,recommended
1331,The Fall,433,1.44,1761,26.6,3.3,2,3,recommended
1332,The Gardens Between,1380,1.07,1199,85,3.3,1,2,recommended
1333,The Grand Tour Game,3160,1.55,2432,22.5,3.8,15,20,recommended
1334,The House In Fata Morgana,1471,1.17,460,70.4,3.4,0,1,recommended
1335,The Inner World - The Last Wind Monk,1326,1.04,415,90.4,3.5,4,5,recommended
1336,The Inner World - The Last Wind Monk (EU),1348,1.06,1054,85.2,3.3,2,3,recommended
1337,The Inner World (EU),1350,1.05,1634,88.8,3.2,2,3,recommended
1338,The Inpatient,2694,2.09,6270,13.5,3.1,6,8,recommended
1339,The Invisible Hours,1855,1.44,1983,41.5,3.8,5,6,recommended
1340,The Keeper of 4 Elements,629,2,604,13.4,2.6,8,10,not recommended
1341,The King of Fighters 2000,473,1.58,2195,30.7,3.7,3,4,recommended
1342,The Language of Love,1366,1.01,697,97.6,3.3,0,1,recommended
1343,The Language of Love (EU),1360,1.01,798,98.2,2.8,0,1,not recommended
1344,The Last Blade 2,378,1.2,3004,58.1,3.5,2,3,recommended
1345,The Last Campfire,1495,1.16,1578,70.3,3.9,5,6,recommended
1346,The Last Guardian,3435,2.69,31767,8.1,3.8,25,30,recommended
1347,The Last of Us Part II,2407,1.76,141018,2.3,4.4,30,35,recommended
1348,The Last of Us Remastered,4440,2.24,199393,7.2,4.7,50,60,recommended
1349,The Last Remnant Remastered,2604,1.95,1999,15.7,3.5,60,80,recommended
1350,The Legend of Heroes: Trails of Cold Steel,2956,2.19,7595,12.1,4.5,100,120,recommended
1351,The Legend of Heroes: Trails of Cold Steel (EU),2664,1.97,3926,16.3,4.5,100,120,recommended
1352,The Legend of Heroes: Trails of Cold Steel (JP),2172,1.61,7695,26.7,3.8,80,100,recommended
1353,The Legend of Heroes: Trails of Cold Steel II,2243,1.66,5007,21.8,4.6,80,100,recommended
1354,The Legend of Heroes: Trails of Cold Steel II (JP),1921,1.42,4851,34.3,3.6,80,100,recommended
1355,The Legend of Heroes: Trails of Cold Steel III,2050,1.52,3247,23.2,4.4,60,80,recommended
1356,The Legend of Korra,1988,1.58,9063,29.7,3.2,10,12,recommended
1357,The LEGO Movie 2 Videogame,1691,1.3,3920,49.5,3.3,15,20,recommended
1358,The LEGO Movie Videogame,1838,1.39,15767,41.4,3.6,15,20,recommended
1359,The LEGO Movie Videogame (DE),1701,1.29,3350,50.5,3.7,12,15,recommended
1360,The LEGO NINJAGO Movie Video Game,2103,1.63,24130,29.4,3.5,15,20,recommended
1361,The Little Acre,1402,1.07,7215,82.1,3.2,1,2,recommended
1362,The Long Reach,1436,1.06,1185,85.9,2.7,1,2,not recommended
1363,The Long Reach (EU),1452,1.08,1969,83.5,2.9,1,2,not recommended
1364,The Messenger,2015,1.48,2197,19.9,4.4,10,12,recommended
1365,The Mooseman,1351,1.07,834,84.8,3.3,1,2,recommended
1366,The Mooseman (EU),1343,1.07,945,85.1,2,1,2,not recommended
1367,The Mummy Demastered,1944,1.44,1889,35.5,3.9,6,8,recommended
1368,The Order: 1886,1633,1.21,120792,54.6,3.6,8,10,recommended
1369,The Outer Worlds,3486,2.4,41877,0.9,4.1,40,50,recommended
1370,The Park,339,1.07,4294,68.2,2.9,0,1,not recommended
1371,The Path of Motus,1290,1.02,617,93.4,1.5,3,4,not recommended
1372,The Peanuts Movie: Snoopy's Grand Adventure,1622,1.22,4534,55.2,2.9,8,10,not recommended
1373,The Perplexing Orb,1430,1.06,573,86.4,2.5,0,1,not recommended
1374,The PlayRoom,740,1.5,68368,6,3,0,1,not recommended
1375,The Playroom VR,3393,2.43,57981,6.3,3.5,4,5,recommended
1376,The Room VR: A Dark Matter,367,1.22,600,60.7,4.5,3,4,recommended
1377,The Sexy Brutale,1582,1.26,5178,55.7,3.7,5,6,recommended
1378,The Silver Case,1787,1.35,1300,47.3,3.3,15,20,recommended
1379,The Sims 4,2738,2.1,43443,17.7,3.2,3,4,recommended
1380,The Sinking City,2159,1.67,6671,27.3,3.4,25,30,recommended
1381,The Station,336,1.12,227,67,3.2,0,1,recommended
1382,The Station (EU),335,1.12,240,67.9,1.8,0,1,not recommended
1383,The Suicide of Rachel Foster (EU),1386,1.07,440,76.8,3.2,2,3,recommended
1384,The Surge,4295,2.65,55165,1.4,3.4,40,50,recommended
1385,The Swapper,351,1.17,17246,68.9,3.5,2,3,recommended
1386,The Talos Principle,2423,1.79,9072,20.1,4.2,20,25,recommended
1387,The Town of Light,1490,1.14,5004,70.4,3.1,2,3,recommended
1388,The Unfinished Swan,597,1.9,28927,18.9,3.4,2,3,recommended
1389,The Vanishing of Ethan Carter,354,1.18,14041,56.1,3.6,2,3,recommended
1390,The Walking Dead,1732,1.12,52120,51.6,4.4,10,12,recommended
1391,The Walking Dead Collection - The Telltale Series,1573,1.22,3628,59.4,4.3,35,40,recommended
1392,The Walking Dead: A New Frontier,1322,1.04,30607,87.2,4,1,2,recommended
1393,The Walking Dead: Michonne,324,1.03,20260,87.5,3.7,1,2,recommended
1394,The Walking Dead: Season Two,1161,1.12,69102,72.4,4,8,10,recommended
1395,The Walking Dead: The Final Season,1655,1.31,5332,35.5,4.2,2,3,recommended
1396,The Walking Dead: The Final Season (EU),1603,1.27,5095,39.4,4.3,12,15,recommended
1397,The Walking Dead: The Final Season (EU) (Physical),1481,1.18,2358,57.1,4.1,8,10,recommended
